ID_Producto,Nombre,Categoría,Subcategoría,Marca,Precio_MXN,Stock,Calificación
PROD-02774,Chaqueta PremiumCorp Modelo 54,Ropa y Calzado,Chaqueta,PremiumCorp,310.25,132,3.1
PROD-02775,Audio BrandF Modelo 12,Electrónica,Audio,BrandF,153.16,338,4.6
PROD-02776,Pantalones BrandC Modelo 42,Ropa y Calzado,Pantalones,BrandC,499.27,48,3.1
PROD-02777,Decoración PremiumCorp Modelo 75,Hogar y Cocina,Decoración,PremiumCorp,1362.61,326,5.0
PROD-02778,Muñecas BrandA Modelo 73,Juguetes,Muñecas,BrandA,1265.3,0,4.8
PROD-02779,Perfumes BrandA Modelo 73,Belleza y Cuidado Personal,Perfumes,BrandA,435.06,146,4.9
PROD-02780,Accesorios BrandD Modelo 33,Electrónica,Accesorios,BrandD,1456.04,309,3.4
PROD-02781,Limpieza BrandF Modelo 99,Automotriz,Limpieza,BrandF,809.37,249,3.2
PROD-02782,Radiocontrol BrandF Modelo 56,Juguetes,Radiocontrol,BrandF,160.1,333,3.5
PROD-02783,Accesorios Essentials Modelo 32,Electrónica,Accesorios,Essentials,545.2,118,3.5
PROD-02784,Camping Essentials Modelo 62,Deportes,Camping,Essentials,177.18,68,3.5
PROD-02785,Perfumes BrandD Modelo 61,Belleza y Cuidado Personal,Perfumes,BrandD,389.36,3,4.3
PROD-02786,Biografías BrandD Modelo 89,Libros,Biografías,BrandD,1114.03,218,4.9
PROD-02787,Cabello EcoLine Modelo 10,Belleza y Cuidado Personal,Cabello,EcoLine,740.53,227,4.6
PROD-02788,Camisas BrandD Modelo 71,Ropa y Calzado,Camisas,BrandD,1463.52,43,4.5
PROD-02789,Ficción BrandA Modelo 57,Libros,Ficción,BrandA,720.0,339,3.4
PROD-02790,Decoración BrandC Modelo 82,Hogar y Cocina,Decoración,BrandC,720.92,250,4.2
PROD-02791,Decoración BrandC Modelo 58,Hogar y Cocina,Decoración,BrandC,1190.39,161,4.7
PROD-02792,Limpieza EcoLine Modelo 74,Automotriz,Limpieza,EcoLine,863.9,159,4.7
PROD-02793,Radiocontrol BrandC Modelo 66,Juguetes,Radiocontrol,BrandC,801.83,316,4.5
PROD-02794,Ciencia BrandD Modelo 67,Libros,Ciencia,BrandD,398.99,223,4.6
PROD-02795,Laptops BrandE Modelo 53,Electrónica,Laptops,BrandE,1456.19,54,3.7
PROD-02796,Decoración PremiumCorp Modelo 13,Hogar y Cocina,Decoración,PremiumCorp,77.98,248,4.9
PROD-02797,Muebles BrandB Modelo 43,Hogar y Cocina,Muebles,BrandB,1079.88,191,4.3
PROD-02798,Accesorios Auto BrandF Modelo 29,Automotriz,Accesorios Auto,BrandF,365.13,27,3.9
PROD-02799,Gimnasio PremiumCorp Modelo 19,Deportes,Gimnasio,PremiumCorp,113.04,327,4.5
PROD-02800,Muñecas BrandA Modelo 47,Juguetes,Muñecas,BrandA,297.12,60,4.9
PROD-02801,Laptops BrandE Modelo 63,Electrónica,Laptops,BrandE,1299.03,268,3.1
PROD-02802,Decoración BrandE Modelo 45,Hogar y Cocina,Decoración,BrandE,432.8,236,4.9
PROD-02803,Ciencia BrandE Modelo 35,Libros,Ciencia,BrandE,950.72,203,3.6
PROD-02804,Skincare BrandF Modelo 41,Belleza y Cuidado Personal,Skincare,BrandF,307.15,201,4.7
PROD-02805,Biografías BrandB Modelo 63,Libros,Biografías,BrandB,1176.81,247,3.2
PROD-02806,Laptops BrandD Modelo 15,Electrónica,Laptops,BrandD,1057.84,76,3.7
PROD-02807,Camping PremiumCorp Modelo 53,Deportes,Camping,PremiumCorp,884.3,68,3.6
PROD-02808,Decoración BrandF Modelo 10,Hogar y Cocina,Decoración,BrandF,663.93,244,4.0
PROD-02809,Bloques BrandB Modelo 18,Juguetes,Bloques,BrandB,1391.35,18,4.2
PROD-02810,Camisas EcoLine Modelo 69,Ropa y Calzado,Camisas,EcoLine,298.86,34,3.8
PROD-02811,Decoración BrandE Modelo 93,Hogar y Cocina,Decoración,BrandE,558.44,32,4.0
PROD-02812,Accesorios BrandC Modelo 73,Electrónica,Accesorios,BrandC,1241.18,119,4.4
PROD-02813,Camisas Essentials Modelo 47,Ropa y Calzado,Camisas,Essentials,1110.68,87,4.8
PROD-02814,Muebles EcoLine Modelo 12,Hogar y Cocina,Muebles,EcoLine,858.34,16,4.7
PROD-02815,Decoración BrandB Modelo 75,Hogar y Cocina,Decoración,BrandB,290.83,60,4.5
PROD-02816,Cabello PremiumCorp Modelo 71,Belleza y Cuidado Personal,Cabello,PremiumCorp,15.71,45,4.1
PROD-02817,Chaqueta BrandE Modelo 47,Ropa y Calzado,Chaqueta,BrandE,580.69,142,4.9
PROD-02818,Ciencia Essentials Modelo 60,Libros,Ciencia,Essentials,136.8,279,3.9
PROD-02819,Accesorios BrandE Modelo 82,Electrónica,Accesorios,BrandE,866.86,236,4.2
PROD-02820,Ciencia BrandA Modelo 90,Libros,Ciencia,BrandA,129.5,349,3.8
PROD-02821,Cabello BrandA Modelo 28,Belleza y Cuidado Personal,Cabello,BrandA,1206.71,80,4.9
PROD-02822,Decoración EcoLine Modelo 53,Hogar y Cocina,Decoración,EcoLine,810.91,142,3.2
PROD-02823,Teléfonos BrandC Modelo 71,Electrónica,Teléfonos,BrandC,979.86,193,3.0
PROD-02824,Muebles EcoLine Modelo 11,Hogar y Cocina,Muebles,EcoLine,1019.52,268,4.4
PROD-02825,Accesorios PremiumCorp Modelo 57,Electrónica,Accesorios,PremiumCorp,265.0,190,3.0
PROD-02826,Skincare BrandC Modelo 12,Belleza y Cuidado Personal,Skincare,BrandC,289.8,123,4.0
PROD-02827,Perfumes BrandF Modelo 23,Belleza y Cuidado Personal,Perfumes,BrandF,801.0,95,3.0
PROD-02828,Camping BrandC Modelo 63,Deportes,Camping,BrandC,1488.72,139,4.5
PROD-02829,Electrodomésticos PremiumCorp Modelo 50,Hogar y Cocina,Electrodomésticos,PremiumCorp,470.27,217,4.7
PROD-02830,Muebles BrandA Modelo 23,Hogar y Cocina,Muebles,BrandA,949.51,325,4.3
PROD-02831,Ciencia BrandB Modelo 23,Libros,Ciencia,BrandB,960.4,194,3.5
PROD-02832,Running BrandB Modelo 58,Deportes,Running,BrandB,605.03,238,4.9
PROD-02833,Radiocontrol Essentials Modelo 63,Juguetes,Radiocontrol,Essentials,1141.8,260,4.2
PROD-02834,Electrodomésticos PremiumCorp Modelo 12,Hogar y Cocina,Electrodomésticos,PremiumCorp,1420.99,287,4.5
PROD-02835,Maquillaje BrandE Modelo 59,Belleza y Cuidado Personal,Maquillaje,BrandE,153.83,185,3.5
PROD-02836,Herramientas BrandA Modelo 51,Automotriz,Herramientas,BrandA,24.01,309,4.3
PROD-02837,Teléfonos Essentials Modelo 98,Electrónica,Teléfonos,Essentials,1121.8,39,4.7
PROD-02838,Herramientas BrandB Modelo 19,Automotriz,Herramientas,BrandB,322.3,168,3.8
PROD-02839,Accesorios Auto BrandC Modelo 23,Automotriz,Accesorios Auto,BrandC,1285.21,131,3.2
PROD-02840,Utensilios BrandF Modelo 81,Hogar y Cocina,Utensilios,BrandF,446.9,323,4.4
PROD-02841,Ciclismo PremiumCorp Modelo 17,Deportes,Ciclismo,PremiumCorp,405.82,121,4.2
PROD-02842,Chaqueta BrandB Modelo 19,Ropa y Calzado,Chaqueta,BrandB,678.2,188,3.2
PROD-02843,Limpieza Essentials Modelo 98,Automotriz,Limpieza,Essentials,828.63,307,3.9
PROD-02844,Teléfonos PremiumCorp Modelo 21,Electrónica,Teléfonos,PremiumCorp,1135.88,87,4.2
PROD-02845,Teléfonos PremiumCorp Modelo 79,Electrónica,Teléfonos,PremiumCorp,949.75,58,3.8
PROD-02846,Cabello BrandC Modelo 86,Belleza y Cuidado Personal,Cabello,BrandC,427.19,262,4.4
PROD-02847,Skincare BrandB Modelo 93,Belleza y Cuidado Personal,Skincare,BrandB,1348.96,261,4.6
PROD-02848,Maquillaje PremiumCorp Modelo 70,Belleza y Cuidado Personal,Maquillaje,PremiumCorp,358.13,84,4.3
PROD-02849,Utensilios BrandE Modelo 75,Hogar y Cocina,Utensilios,BrandE,756.1,306,4.8
PROD-02850,Audio PremiumCorp Modelo 70,Electrónica,Audio,PremiumCorp,800.05,262,4.3
PROD-02851,Audio BrandA Modelo 91,Electrónica,Audio,BrandA,1055.45,318,3.7
PROD-02852,Limpieza BrandE Modelo 22,Automotriz,Limpieza,BrandE,858.1,183,4.3
PROD-02853,Accesorios Auto BrandE Modelo 18,Automotriz,Accesorios Auto,BrandE,1390.21,148,4.6
PROD-02854,Pantalones BrandC Modelo 95,Ropa y Calzado,Pantalones,BrandC,1283.66,106,3.9
PROD-02855,Accesorios Auto BrandC Modelo 41,Automotriz,Accesorios Auto,BrandC,346.92,288,4.1
PROD-02856,Radiocontrol BrandA Modelo 45,Juguetes,Radiocontrol,BrandA,102.6,313,4.7
PROD-02857,Chaqueta BrandB Modelo 82,Ropa y Calzado,Chaqueta,BrandB,1130.99,140,4.6
PROD-02858,Decoración BrandF Modelo 33,Hogar y Cocina,Decoración,BrandF,401.15,267,3.3
PROD-02859,Muebles BrandA Modelo 10,Hogar y Cocina,Muebles,BrandA,1456.64,148,3.5
PROD-02860,Herramientas Essentials Modelo 70,Automotriz,Herramientas,Essentials,321.63,160,3.3
PROD-02861,Utensilios EcoLine Modelo 65,Hogar y Cocina,Utensilios,EcoLine,288.26,67,3.3
PROD-02862,Electrodomésticos EcoLine Modelo 46,Hogar y Cocina,Electrodomésticos,EcoLine,345.23,83,3.5
PROD-02863,Juegos de Mesa BrandD Modelo 36,Juguetes,Juegos de Mesa,BrandD,821.31,80,3.5
PROD-02864,Bloques BrandB Modelo 77,Juguetes,Bloques,BrandB,803.36,199,3.1
PROD-02865,Laptops BrandA Modelo 93,Electrónica,Laptops,BrandA,410.87,79,3.7
PROD-02866,Ficción BrandE Modelo 20,Libros,Ficción,BrandE,769.56,248,3.5
PROD-02867,Ciclismo PremiumCorp Modelo 72,Deportes,Ciclismo,PremiumCorp,399.16,229,4.0
PROD-02868,Chaqueta BrandD Modelo 67,Ropa y Calzado,Chaqueta,BrandD,724.4,136,3.5
PROD-02869,Cabello BrandC Modelo 82,Belleza y Cuidado Personal,Cabello,BrandC,1499.89,169,5.0
PROD-02870,Teléfonos Essentials Modelo 76,Electrónica,Teléfonos,Essentials,267.26,117,3.3
PROD-02871,Juegos de Mesa EcoLine Modelo 48,Juguetes,Juegos de Mesa,EcoLine,1252.15,200,4.1
PROD-02872,Accesorios Auto BrandC Modelo 58,Automotriz,Accesorios Auto,BrandC,697.58,94,4.3
PROD-02873,Ciclismo BrandE Modelo 48,Deportes,Ciclismo,BrandE,1443.19,177,3.3
PROD-02874,Utensilios BrandA Modelo 74,Hogar y Cocina,Utensilios,BrandA,496.85,155,4.2
PROD-02875,Running Essentials Modelo 76,Deportes,Running,Essentials,897.49,135,3.7
PROD-02876,Accesorios BrandE Modelo 96,Electrónica,Accesorios,BrandE,1429.32,247,3.6
PROD-02877,Cabello BrandF Modelo 37,Belleza y Cuidado Personal,Cabello,BrandF,1415.74,210,3.3
PROD-02878,Skincare BrandA Modelo 28,Belleza y Cuidado Personal,Skincare,BrandA,1095.45,83,3.0
PROD-02879,Cabello BrandD Modelo 20,Belleza y Cuidado Personal,Cabello,BrandD,356.68,5,4.6
PROD-02880,Biografías PremiumCorp Modelo 40,Libros,Biografías,PremiumCorp,1241.22,160,3.3
PROD-02881,Limpieza BrandE Modelo 77,Automotriz,Limpieza,BrandE,1033.44,34,4.3
PROD-02882,Ciclismo BrandC Modelo 59,Deportes,Ciclismo,BrandC,1091.72,91,4.5
PROD-02883,Decoración BrandF Modelo 61,Hogar y Cocina,Decoración,BrandF,404.3,181,4.8
PROD-02884,Ficción BrandE Modelo 32,Libros,Ficción,BrandE,1053.78,180,3.4
PROD-02885,No Ficción BrandF Modelo 89,Libros,No Ficción,BrandF,1294.28,329,3.5
PROD-02886,Skincare BrandC Modelo 42,Belleza y Cuidado Personal,Skincare,BrandC,492.36,172,3.3
PROD-02887,Ciencia BrandF Modelo 33,Libros,Ciencia,BrandF,309.81,99,4.2
PROD-02888,Electrodomésticos Essentials Modelo 35,Hogar y Cocina,Electrodomésticos,Essentials,696.96,293,4.3
PROD-02889,Decoración BrandF Modelo 40,Hogar y Cocina,Decoración,BrandF,1322.87,345,3.3
PROD-02890,Pantalones BrandA Modelo 74,Ropa y Calzado,Pantalones,BrandA,577.9,217,3.2
PROD-02891,Accesorios Auto BrandC Modelo 29,Automotriz,Accesorios Auto,BrandC,1236.01,252,5.0
PROD-02892,Ficción BrandA Modelo 55,Libros,Ficción,BrandA,171.73,61,4.7
PROD-02893,Zapatos BrandF Modelo 16,Ropa y Calzado,Zapatos,BrandF,1096.06,208,3.5
PROD-02894,Maquillaje BrandF Modelo 17,Belleza y Cuidado Personal,Maquillaje,BrandF,296.41,312,3.8
PROD-02895,Ficción BrandB Modelo 42,Libros,Ficción,BrandB,1419.14,345,4.0
PROD-02896,Radiocontrol BrandD Modelo 84,Juguetes,Radiocontrol,BrandD,563.97,94,4.6
PROD-02897,Juegos de Mesa Essentials Modelo 92,Juguetes,Juegos de Mesa,Essentials,593.63,170,3.2
PROD-02898,Radiocontrol Essentials Modelo 46,Juguetes,Radiocontrol,Essentials,1050.55,173,4.3
PROD-02899,Herramientas Essentials Modelo 49,Automotriz,Herramientas,Essentials,381.66,100,4.3
PROD-02900,Zapatos BrandF Modelo 54,Ropa y Calzado,Zapatos,BrandF,913.62,272,4.8
PROD-02901,Limpieza BrandF Modelo 59,Automotriz,Limpieza,BrandF,937.49,340,4.3
PROD-02902,Ficción BrandE Modelo 48,Libros,Ficción,BrandE,1111.71,179,3.2
PROD-02903,Radiocontrol Essentials Modelo 59,Juguetes,Radiocontrol,Essentials,1231.91,227,4.5
PROD-02904,Running EcoLine Modelo 32,Deportes,Running,EcoLine,672.95,235,4.1
PROD-02905,Utensilios BrandD Modelo 91,Hogar y Cocina,Utensilios,BrandD,1401.41,323,4.1
PROD-02906,Muñecas BrandB Modelo 40,Juguetes,Muñecas,BrandB,737.97,13,4.7
PROD-02907,Running BrandE Modelo 59,Deportes,Running,BrandE,548.99,186,4.1
PROD-02908,Limpieza BrandA Modelo 99,Automotriz,Limpieza,BrandA,452.76,161,4.8
PROD-02909,Radiocontrol BrandC Modelo 10,Juguetes,Radiocontrol,BrandC,1146.31,135,3.5
PROD-02910,Cabello PremiumCorp Modelo 81,Belleza y Cuidado Personal,Cabello,PremiumCorp,489.86,319,3.8
PROD-02911,Bloques BrandC Modelo 99,Juguetes,Bloques,BrandC,374.21,78,4.2
PROD-02912,Zapatos BrandA Modelo 66,Ropa y Calzado,Zapatos,BrandA,773.68,67,3.8
PROD-02913,Accesorios Essentials Modelo 18,Electrónica,Accesorios,Essentials,789.24,12,3.8
PROD-02914,Decoración BrandA Modelo 92,Hogar y Cocina,Decoración,BrandA,330.6,110,4.6
PROD-02915,Muebles BrandB Modelo 82,Hogar y Cocina,Muebles,BrandB,478.38,246,4.9
PROD-02916,Audio BrandA Modelo 50,Electrónica,Audio,BrandA,826.79,131,3.7
PROD-02917,Bloques Essentials Modelo 47,Juguetes,Bloques,Essentials,1245.14,176,4.6
PROD-02918,Accesorios BrandC Modelo 28,Electrónica,Accesorios,BrandC,963.46,41,3.1
PROD-02919,Biografías BrandE Modelo 33,Libros,Biografías,BrandE,1157.42,98,4.0
PROD-02920,Cabello BrandD Modelo 14,Belleza y Cuidado Personal,Cabello,BrandD,843.56,161,3.1
PROD-02921,Cabello BrandC Modelo 95,Belleza y Cuidado Personal,Cabello,BrandC,663.97,159,4.9
PROD-02922,Electrodomésticos BrandC Modelo 40,Hogar y Cocina,Electrodomésticos,BrandC,355.93,69,3.6
PROD-02923,No Ficción PremiumCorp Modelo 55,Libros,No Ficción,PremiumCorp,1199.89,344,3.6
PROD-02924,Herramientas BrandF Modelo 19,Automotriz,Herramientas,BrandF,933.16,198,3.5
PROD-02925,Herramientas BrandD Modelo 14,Automotriz,Herramientas,BrandD,817.94,139,3.7
PROD-02926,Ciclismo EcoLine Modelo 21,Deportes,Ciclismo,EcoLine,1148.32,161,4.1
PROD-02927,Audio BrandB Modelo 30,Electrónica,Audio,BrandB,1473.44,154,3.2
PROD-02928,Ciclismo BrandB Modelo 88,Deportes,Ciclismo,BrandB,673.44,125,4.2
PROD-02929,Ciclismo BrandF Modelo 18,Deportes,Ciclismo,BrandF,48.97,299,4.0
PROD-02930,Audio BrandF Modelo 23,Electrónica,Audio,BrandF,1001.48,53,4.6
PROD-02931,Pantalones EcoLine Modelo 75,Ropa y Calzado,Pantalones,EcoLine,183.9,261,4.3
PROD-02932,Maquillaje PremiumCorp Modelo 23,Belleza y Cuidado Personal,Maquillaje,PremiumCorp,688.5,180,4.3
PROD-02933,Herramientas BrandF Modelo 82,Automotriz,Herramientas,BrandF,1363.04,257,4.0
PROD-02934,Maquillaje PremiumCorp Modelo 71,Belleza y Cuidado Personal,Maquillaje,PremiumCorp,233.11,99,3.7
PROD-02935,Chaqueta PremiumCorp Modelo 96,Ropa y Calzado,Chaqueta,PremiumCorp,68.65,192,4.8
PROD-02936,Decoración BrandE Modelo 79,Hogar y Cocina,Decoración,BrandE,1058.83,242,3.7
PROD-02937,Ficción BrandB Modelo 28,Libros,Ficción,BrandB,562.98,155,3.7
PROD-02938,Audio BrandD Modelo 42,Electrónica,Audio,BrandD,235.46,191,4.0
PROD-02939,No Ficción PremiumCorp Modelo 38,Libros,No Ficción,PremiumCorp,168.33,314,3.5
PROD-02940,Skincare BrandE Modelo 22,Belleza y Cuidado Personal,Skincare,BrandE,1369.27,161,3.8
PROD-02941,Zapatos PremiumCorp Modelo 29,Ropa y Calzado,Zapatos,PremiumCorp,590.87,147,4.2
PROD-02942,Limpieza EcoLine Modelo 83,Automotriz,Limpieza,EcoLine,997.44,261,3.0
PROD-02943,Audio BrandD Modelo 43,Electrónica,Audio,BrandD,1034.63,173,3.0
PROD-02944,Juegos de Mesa BrandA Modelo 83,Juguetes,Juegos de Mesa,BrandA,1290.9,166,3.2
PROD-02945,No Ficción EcoLine Modelo 38,Libros,No Ficción,EcoLine,1055.08,110,3.6
PROD-02946,Cabello BrandE Modelo 52,Belleza y Cuidado Personal,Cabello,BrandE,1432.73,86,4.7
PROD-02947,Utensilios EcoLine Modelo 62,Hogar y Cocina,Utensilios,EcoLine,1244.56,98,3.5
PROD-02948,Accesorios BrandC Modelo 61,Electrónica,Accesorios,BrandC,992.44,183,3.0
PROD-02949,Muñecas BrandD Modelo 50,Juguetes,Muñecas,BrandD,1229.22,334,4.9
PROD-02950,Biografías BrandD Modelo 47,Libros,Biografías,BrandD,1088.66,219,3.9
PROD-02951,Decoración BrandC Modelo 17,Hogar y Cocina,Decoración,BrandC,380.08,43,3.5
PROD-02952,Electrodomésticos BrandB Modelo 78,Hogar y Cocina,Electrodomésticos,BrandB,863.26,52,4.8
PROD-02953,Laptops BrandD Modelo 79,Electrónica,Laptops,BrandD,335.58,98,4.3
PROD-02954,Zapatos BrandC Modelo 82,Ropa y Calzado,Zapatos,BrandC,563.0,52,4.3
PROD-02955,Cabello EcoLine Modelo 11,Belleza y Cuidado Personal,Cabello,EcoLine,987.07,70,3.0
PROD-02956,Accesorios Auto BrandA Modelo 60,Automotriz,Accesorios Auto,BrandA,1408.0,47,4.4
PROD-02957,Cabello BrandA Modelo 76,Belleza y Cuidado Personal,Cabello,BrandA,95.96,89,4.0
PROD-02958,Skincare BrandD Modelo 62,Belleza y Cuidado Personal,Skincare,BrandD,1277.28,303,4.2
PROD-02959,Accesorios Auto PremiumCorp Modelo 42,Automotriz,Accesorios Auto,PremiumCorp,1285.62,330,4.7
PROD-02960,Pantalones PremiumCorp Modelo 96,Ropa y Calzado,Pantalones,PremiumCorp,670.9,339,3.8
PROD-02961,Radiocontrol BrandF Modelo 27,Juguetes,Radiocontrol,BrandF,1428.59,125,3.6
PROD-02962,Camping Essentials Modelo 58,Deportes,Camping,Essentials,107.59,116,3.1
PROD-02963,Teléfonos BrandB Modelo 88,Electrónica,Teléfonos,BrandB,1185.14,60,4.6
PROD-02964,Muñecas BrandD Modelo 93,Juguetes,Muñecas,BrandD,432.76,51,4.3
PROD-02965,Muñecas BrandE Modelo 98,Juguetes,Muñecas,BrandE,1393.82,70,4.7
PROD-02966,Ciclismo BrandD Modelo 82,Deportes,Ciclismo,BrandD,1213.82,313,3.8
PROD-02967,Decoración BrandA Modelo 65,Hogar y Cocina,Decoración,BrandA,511.74,303,3.3
PROD-02968,Muebles Essentials Modelo 14,Hogar y Cocina,Muebles,Essentials,823.69,128,3.1
PROD-02969,Camisas PremiumCorp Modelo 70,Ropa y Calzado,Camisas,PremiumCorp,829.44,9,4.7
PROD-02970,Muñecas BrandA Modelo 19,Juguetes,Muñecas,BrandA,1051.75,217,4.6
PROD-02971,Limpieza EcoLine Modelo 57,Automotriz,Limpieza,EcoLine,509.34,168,3.9
PROD-02972,Accesorios Auto BrandF Modelo 62,Automotriz,Accesorios Auto,BrandF,891.43,99,3.3
PROD-02973,Pantalones BrandF Modelo 94,Ropa y Calzado,Pantalones,BrandF,708.52,144,5.0
PROD-02974,Laptops BrandE Modelo 57,Electrónica,Laptops,BrandE,716.84,9,3.4
PROD-02975,Gimnasio BrandF Modelo 41,Deportes,Gimnasio,BrandF,910.08,34,4.5
PROD-02976,Teléfonos BrandA Modelo 34,Electrónica,Teléfonos,BrandA,1214.6,67,4.9
PROD-02977,Perfumes BrandB Modelo 32,Belleza y Cuidado Personal,Perfumes,BrandB,254.01,183,3.6
PROD-02978,Ciencia BrandB Modelo 92,Libros,Ciencia,BrandB,96.98,136,4.6
PROD-02979,Perfumes BrandC Modelo 48,Belleza y Cuidado Personal,Perfumes,BrandC,190.19,343,3.0
PROD-02980,Ciencia BrandF Modelo 66,Libros,Ciencia,BrandF,921.02,148,4.4
PROD-02981,Cabello BrandB Modelo 95,Belleza y Cuidado Personal,Cabello,BrandB,497.6,230,4.1
PROD-02982,Accesorios BrandF Modelo 43,Electrónica,Accesorios,BrandF,161.59,302,3.7
PROD-02983,Laptops BrandD Modelo 58,Electrónica,Laptops,BrandD,1228.72,108,3.5
PROD-02984,Herramientas EcoLine Modelo 56,Automotriz,Herramientas,EcoLine,744.44,163,4.2
PROD-02985,Zapatos BrandF Modelo 43,Ropa y Calzado,Zapatos,BrandF,1379.66,147,4.5
PROD-02986,Chaqueta BrandC Modelo 95,Ropa y Calzado,Chaqueta,BrandC,705.23,295,4.7
PROD-02987,Bloques BrandD Modelo 90,Juguetes,Bloques,BrandD,785.43,226,4.7
PROD-02988,Ciencia BrandE Modelo 98,Libros,Ciencia,BrandE,560.9,159,3.7
PROD-02989,Bloques BrandC Modelo 75,Juguetes,Bloques,BrandC,985.98,296,3.2
PROD-02990,Electrodomésticos BrandC Modelo 33,Hogar y Cocina,Electrodomésticos,BrandC,1180.67,59,3.4
PROD-02991,Cabello BrandF Modelo 79,Belleza y Cuidado Personal,Cabello,BrandF,912.68,9,4.4
PROD-02992,Pantalones EcoLine Modelo 55,Ropa y Calzado,Pantalones,EcoLine,802.67,282,4.7
PROD-02993,Skincare BrandD Modelo 93,Belleza y Cuidado Personal,Skincare,BrandD,1496.45,13,3.4
PROD-02994,Accesorios EcoLine Modelo 50,Electrónica,Accesorios,EcoLine,277.14,120,4.9
PROD-02995,Biografías BrandE Modelo 30,Libros,Biografías,BrandE,1376.28,266,4.0
PROD-02996,Muñecas BrandE Modelo 81,Juguetes,Muñecas,BrandE,613.28,254,4.5
PROD-02997,Accesorios Auto Essentials Modelo 34,Automotriz,Accesorios Auto,Essentials,737.4,167,3.4
PROD-02998,Maquillaje BrandB Modelo 72,Belleza y Cuidado Personal,Maquillaje,BrandB,303.48,241,4.7
PROD-02999,Ciclismo BrandB Modelo 85,Deportes,Ciclismo,BrandB,557.98,281,4.0
PROD-03000,Perfumes BrandF Modelo 44,Belleza y Cuidado Personal,Perfumes,BrandF,914.78,156,3.5
PROD-03001,No Ficción Essentials Modelo 42,Libros,No Ficción,Essentials,410.79,165,3.7
PROD-03002,Ciencia Essentials Modelo 44,Libros,Ciencia,Essentials,793.4,73,3.2
PROD-03003,Cabello BrandD Modelo 45,Belleza y Cuidado Personal,Cabello,BrandD,938.86,129,3.5
PROD-03004,Gimnasio BrandE Modelo 91,Deportes,Gimnasio,BrandE,751.86,226,3.8
PROD-03005,Electrodomésticos BrandA Modelo 26,Hogar y Cocina,Electrodomésticos,BrandA,927.12,310,4.4
PROD-03006,Muñecas EcoLine Modelo 63,Juguetes,Muñecas,EcoLine,1124.45,76,3.9
PROD-03007,Ciclismo Essentials Modelo 53,Deportes,Ciclismo,Essentials,1424.67,282,4.5
PROD-03008,Ficción BrandB Modelo 41,Libros,Ficción,BrandB,443.55,275,3.3
PROD-03009,Maquillaje BrandD Modelo 14,Belleza y Cuidado Personal,Maquillaje,BrandD,1493.21,336,3.0
PROD-03010,Accesorios Essentials Modelo 17,Electrónica,Accesorios,Essentials,210.31,3,3.7
PROD-03011,Perfumes PremiumCorp Modelo 33,Belleza y Cuidado Personal,Perfumes,PremiumCorp,550.93,178,3.2
PROD-03012,Herramientas BrandC Modelo 50,Automotriz,Herramientas,BrandC,11.12,287,4.2
PROD-03013,Utensilios BrandA Modelo 32,Hogar y Cocina,Utensilios,BrandA,1447.84,317,3.0
PROD-03014,Skincare BrandE Modelo 42,Belleza y Cuidado Personal,Skincare,BrandE,1497.76,273,3.5
PROD-03015,Muebles BrandD Modelo 87,Hogar y Cocina,Muebles,BrandD,952.52,349,3.5
PROD-03016,Electrodomésticos BrandD Modelo 48,Hogar y Cocina,Electrodomésticos,BrandD,764.34,312,3.5
PROD-03017,Teléfonos BrandA Modelo 64,Electrónica,Teléfonos,BrandA,397.69,82,3.2
PROD-03018,Gimnasio BrandB Modelo 50,Deportes,Gimnasio,BrandB,192.81,60,4.8
PROD-03019,Gimnasio BrandA Modelo 35,Deportes,Gimnasio,BrandA,1295.36,143,5.0
PROD-03020,Herramientas BrandA Modelo 10,Automotriz,Herramientas,BrandA,238.97,144,4.4
PROD-03021,Skincare BrandE Modelo 62,Belleza y Cuidado Personal,Skincare,BrandE,1126.97,289,3.2
PROD-03022,Running EcoLine Modelo 82,Deportes,Running,EcoLine,765.76,332,4.9
PROD-03023,Camping PremiumCorp Modelo 10,Deportes,Camping,PremiumCorp,394.73,166,4.2
PROD-03024,Ciclismo BrandD Modelo 76,Deportes,Ciclismo,BrandD,1351.07,234,3.0
PROD-03025,Accesorios BrandB Modelo 26,Electrónica,Accesorios,BrandB,914.49,46,4.4
PROD-03026,Running BrandA Modelo 87,Deportes,Running,BrandA,974.1,203,3.2
PROD-03027,Juegos de Mesa BrandF Modelo 12,Juguetes,Juegos de Mesa,BrandF,323.73,343,4.0
PROD-03028,Bloques BrandB Modelo 76,Juguetes,Bloques,BrandB,1392.49,275,4.4
PROD-03029,No Ficción BrandA Modelo 77,Libros,No Ficción,BrandA,1288.28,341,3.7
PROD-03030,Muñecas BrandE Modelo 34,Juguetes,Muñecas,BrandE,1189.63,189,4.8
PROD-03031,Ciencia BrandB Modelo 49,Libros,Ciencia,BrandB,1258.32,197,3.4
PROD-03032,Accesorios Auto BrandB Modelo 73,Automotriz,Accesorios Auto,BrandB,882.76,252,4.8
PROD-03033,Bloques BrandD Modelo 47,Juguetes,Bloques,BrandD,1179.03,217,3.8
PROD-03034,Limpieza BrandB Modelo 20,Automotriz,Limpieza,BrandB,1267.46,234,4.4
PROD-03035,Chaqueta EcoLine Modelo 21,Ropa y Calzado,Chaqueta,EcoLine,817.88,26,3.1
